ENSG	NextprotID	GeneName	gene_id	gene_type	Chr	start	end	ProteinEvidence	PE	Missing	strand	unknown_function
ENSG00000008394	NX_P10620	MGST1	ENSG00000008394.12	protein_coding	12	16347142	16609259	protein	PE1	0	+	0
ENSG00000008405	NX_Q16526	CRY1	ENSG00000008405.11	protein_coding	12	106991364	107093829	protein	PE1	0	-	0
ENSG00000008438	NX_O75594	PGLYRP1	ENSG00000008438.4	protein_coding	19	46019153	46023065	protein	PE1	0	-	0
ENSG00000008441	NX_Q14938	NFIX	ENSG00000008441.16	protein_coding	19	12995608	13098796	protein	PE1	0	+	0
ENSG00000008513	NX_Q11201	ST3GAL1	ENSG00000008513.14	protein_coding	8	133454848	133571940	protein	PE1	0	-	0
ENSG00000008516	NX_Q9NPA2	MMP25	ENSG00000008516.16	protein_coding	16	3046681	3060726	protein	PE1	0	+	0
ENSG00000008517	NX_P24001	IL32	ENSG00000008517.16	protein_coding	16	3065297	3082192	protein	PE1	0	+	0
ENSG00000008710	NX_P98161	PKD1	ENSG00000008710.19	protein_coding	16	2088710	2135898	protein	PE1	0	-	0
ENSG00000008735	NX_Q13387	MAPK8IP2	ENSG00000008735.13	protein_coding	22	50600685	50613981	protein	PE1	0	+	0
ENSG00000008838	NX_O75448	MED24	ENSG00000008838.19	protein_coding	17	40019097	40061215	protein	PE1	0	-	0
ENSG00000008853	NX_Q9BYZ6	RHOBTB2	ENSG00000008853.16	protein_coding	8	22987417	23020199	protein	PE1	0	+	0
ENSG00000008869	NX_Q9P2D3	HEATR5B	ENSG00000008869.11	protein_coding	2	36968383	37084342	protein	PE1	0	-	0
ENSG00000008952	NX_Q99442	SEC62	ENSG00000008952.16	protein_coding	3	169966635	169998373	protein	PE1	0	+	0
ENSG00000008988	NX_P60866	RPS20	ENSG00000008988.9	protein_coding	8	56067295	56074581	protein	PE1	0	-	0
ENSG00000009307	NX_O75534	CSDE1	ENSG00000009307.15	protein_coding	1	114716913	114758676	protein	PE1	0	-	0
ENSG00000009335	NX_Q15386	UBE3C	ENSG00000009335.17	protein_coding	7	157138913	157269372	protein	PE1	0	+	0
ENSG00000009413	NX_O60673	REV3L	ENSG00000009413.15	protein_coding	6	111299028	111483715	protein	PE1	0	-	0
ENSG00000009694	NX_Q9UKZ4	TENM1	ENSG00000009694.13	protein_coding	X	124375903	124963817	protein	PE1	0	-	0
ENSG00000009709	NX_P23759	PAX7	ENSG00000009709.11	protein_coding	1	18631006	18748866	protein	PE1	0	+	0
ENSG00000009724	NX_O00187	MASP2	ENSG00000009724.16	protein_coding	1	11026523	11047233	protein	PE1	0	-	0
ENSG00000009765	NX_Q6PHW0	IYD	ENSG00000009765.14	protein_coding	6	150368892	150405969	protein	PE1	0	+	0
ENSG00000009780	NX_Q8TAV0	FAM76A	ENSG00000009780.15	protein_coding	1	27725979	27763122	protein	PE1	0	+	1
ENSG00000009790	NX_Q9Y228	TRAF3IP3	ENSG00000009790.14	protein_coding	1	209756032	209782320	protein	PE1	0	+	0
ENSG00000009830	NX_Q9UKY4	POMT2	ENSG00000009830.11	protein_coding	14	77274956	77320884	protein	PE1	0	-	0
ENSG00000009844	NX_Q9NP79	VTA1	ENSG00000009844.15	protein_coding	6	142147162	142224689	protein	PE1	0	+	0
ENSG00000009950	NX_Q9NP71	MLXIPL	ENSG00000009950.15	protein_coding	7	73593194	73624543	protein	PE1	0	-	0
ENSG00000009954	NX_Q9UIG0	BAZ1B	ENSG00000009954.10	protein_coding	7	73440398	73522278	protein	PE1	0	-	0
ENSG00000010017	NX_Q96S59	RANBP9	ENSG00000010017.12	protein_coding	6	13621498	13711564	protein	PE1	0	-	0
ENSG00000010030	NX_Q9Y603	ETV7	ENSG00000010030.13	protein_coding	6	36354091	36387800	protein	PE1	0	-	0
ENSG00000010072	NX_Q9H040	SPRTN	ENSG00000010072.15	protein_coding	1	231337104	231355023	protein	PE1	0	+	0
ENSG00000010165	NX_Q8N6R0	EEF1AKNMT	ENSG00000010165.19	protein_coding	1	171781664	171814023	protein	PE1	0	+	0
ENSG00000010219	NX_Q9NR20	DYRK4	ENSG00000010219.13	protein_coding	12	4562204	4615302	protein	PE1	0	+	0
ENSG00000010244	NX_O43670	ZNF207	ENSG00000010244.18	protein_coding	17	32350117	32381886	protein	PE1	0	+	0
ENSG00000010256	NX_P31930	UQCRC1	ENSG00000010256.10	protein_coding	3	48599002	48610976	protein	PE1	0	-	0
ENSG00000010270	NX_O95772	STARD3NL	ENSG00000010270.13	protein_coding	7	38178222	38230671	protein	PE1	0	+	0
ENSG00000010278	NX_P21926	CD9	ENSG00000010278.13	protein_coding	12	6199715	6238271	protein	PE1	0	+	0
ENSG00000010282	NX_Q9HCP6	HHATL	ENSG00000010282.14	protein_coding	3	42692663	42702827	protein	PE1	0	-	0
ENSG00000010292	NX_Q15021	NCAPD2	ENSG00000010292.12	protein_coding	12	6493356	6531955	protein	PE1	0	+	0
ENSG00000010295	NX_Q0D2I5	IFFO1	ENSG00000010295.19	protein_coding	12	6538375	6556083	protein	PE1	0	-	1
ENSG00000010310	NX_P48546	GIPR	ENSG00000010310.8	protein_coding	19	45668244	45683724	protein	PE1	0	+	0
ENSG00000010318	NX_Q9BWX1	PHF7	ENSG00000010318.20	protein_coding	3	52410657	52423641	protein	PE1	0	+	0
ENSG00000010319	NX_Q9NS98	SEMA3G	ENSG00000010319.6	protein_coding	3	52433053	52445085	protein	PE1	0	-	0
ENSG00000010322	NX_Q9Y2I1	NISCH	ENSG00000010322.15	protein_coding	3	52455118	52493071	protein	PE1	0	+	0
ENSG00000010327	NX_Q9NY15	STAB1	ENSG00000010327.10	protein_coding	3	52495338	52524495	protein	PE1	0	+	0
ENSG00000010361	NX_Q9BT04	FUZ	ENSG00000010361.13	protein_coding	19	49806869	49817376	protein	PE1	0	-	0
ENSG00000010379	NX_Q9NSD5	SLC6A13	ENSG00000010379.15	protein_coding	12	220621	262873	protein	PE1	0	-	0
ENSG00000010404	NX_P22304	IDS	ENSG00000010404.17	protein_coding	X	149476990	149521096	protein	PE1	0	-	0
ENSG00000010438	NX_P35030	PRSS3	ENSG00000010438.16	protein_coding	9	33750466	33799231	protein	PE1	0	+	0
ENSG00000010539	NX_P98182	ZNF200	ENSG00000010539.11	protein_coding	16	3222325	3236221	protein	PE1	0	-	0
ENSG00000010610	NX_P01730	CD4	ENSG00000010610.9	protein_coding	12	6786858	6820808	protein	PE1	0	+	0
ENSG00000010626	NX_Q53EV4	LRRC23	ENSG00000010626.14	protein_coding	12	6873569	6914243	protein	PE1	0	+	1
ENSG00000010671	NX_Q06187	BTK	ENSG00000010671.15	protein_coding	X	101349447	101390796	protein	PE1	0	-	0
ENSG00000010704	NX_Q30201	HFE	ENSG00000010704.18	protein_coding	6	26087281	26098343	protein	PE1	0	+	0
ENSG00000010803	NX_Q96GD3	SCMH1	ENSG00000010803.16	protein_coding	1	41027200	41242154	protein	PE1	0	-	0
ENSG00000010810	NX_P06241	FYN	ENSG00000010810.17	protein_coding	6	111660332	111873452	protein	PE1	0	-	0
ENSG00000010818	NX_P31629	HIVEP2	ENSG00000010818.9	protein_coding	6	142751467	142956698	protein	PE1	0	-	0
ENSG00000010932	NX_Q01740	FMO1	ENSG00000010932.16	protein_coding	1	171248471	171285978	protein	PE1	0	+	0
ENSG00000011007	NX_Q14241	ELOA	ENSG00000011007.12	protein_coding	1	23743155	23762059	protein	PE1	0	+	0
ENSG00000011009	NX_O95372	LYPLA2	ENSG00000011009.10	protein_coding	1	23790970	23795539	protein	PE1	0	+	0
ENSG00000011021	NX_P51797	CLCN6	ENSG00000011021.21	protein_coding	1	11806096	11843144	protein	PE1	0	+	0
ENSG00000011028	NX_Q9UBG0	MRC2	ENSG00000011028.13	protein_coding	17	62627401	62693597	protein	PE1	0	+	0
ENSG00000011083	NX_Q99884	SLC6A7	ENSG00000011083.8	protein_coding	5	150189957	150222788	protein	PE1	0	+	0
ENSG00000011105	NX_O75954	TSPAN9	ENSG00000011105.12	protein_coding	12	3077355	3286564	protein	PE1	0	+	0
ENSG00000011114	NX_Q9P203	BTBD7	ENSG00000011114.14	protein_coding	14	93237550	93333092	protein	PE1	0	-	0
ENSG00000011132	NX_O96018	APBA3	ENSG00000011132.11	protein_coding	19	3750819	3761699	protein	PE1	0	-	0
ENSG00000011143	NX_Q9NXB0	MKS1	ENSG00000011143.16	protein_coding	17	58205437	58219605	protein	PE1	0	-	0
ENSG00000011198	NX_Q8WTS1	ABHD5	ENSG00000011198.8	protein_coding	3	43690108	43734371	protein	PE1	0	+	0
ENSG00000011201	NX_P23352	ANOS1	ENSG00000011201.11	protein_coding	X	8528874	8732186	protein	PE1	0	-	0
ENSG00000011243	NX_Q9ULX6	AKAP8L	ENSG00000011243.17	protein_coding	19	15380048	15419141	protein	PE1	0	-	0
ENSG00000011258	NX_Q05BQ5	MBTD1	ENSG00000011258.15	protein_coding	17	51177425	51260163	protein	PE1	0	-	0
ENSG00000011260	NX_Q9Y5J1	UTP18	ENSG00000011260.13	protein_coding	17	51260528	51297936	protein	PE1	0	+	0
ENSG00000011275	NX_Q9NWF9	RNF216	ENSG00000011275.18	protein_coding	7	5620047	5781739	protein	PE1	0	-	0
ENSG00000011295	NX_Q6DKK2	TTC19	ENSG00000011295.15	protein_coding	17	15999380	16045015	protein	PE1	0	+	0
ENSG00000011304	NX_P26599	PTBP1	ENSG00000011304.19	protein_coding	19	797075	812327	protein	PE1	0	+	0
ENSG00000011332	NX_Q92782	DPF1	ENSG00000011332.19	protein_coding	19	38211006	38229714	protein	PE1	0	-	0
ENSG00000011347	NX_O43581	SYT7	ENSG00000011347.9	protein_coding	11	61515313	61581148	protein	PE1	0	-	0
ENSG00000011376	NX_Q15031	LARS2	ENSG00000011376.10	protein_coding	3	45388506	45549421	protein	PE1	0	+	0
ENSG00000011405	NX_O00443	PIK3C2A	ENSG00000011405.13	protein_coding	11	17077730	17207983	protein	PE1	0	-	0
ENSG00000011422	NX_Q03405	PLAUR	ENSG00000011422.11	protein_coding	19	43646095	43670547	protein	PE1	0	-	0
ENSG00000011426	NX_Q9NQW6	ANLN	ENSG00000011426.10	protein_coding	7	36389806	36453791	protein	PE1	0	+	0
ENSG00000011451	NX_O95785	WIZ	ENSG00000011451.18	protein_coding	19	15419980	15449951	protein	PE1	0	-	0
ENSG00000011454	NX_Q9Y3P9	RABGAP1	ENSG00000011454.16	protein_coding	9	122940833	123104866	protein	PE1	0	+	0
ENSG00000011465	NX_P07585	DCN	ENSG00000011465.16	protein_coding	12	91140484	91183123	protein	PE1	0	-	0
ENSG00000011478	NX_Q9NXS2	QPCTL	ENSG00000011478.11	protein_coding	19	45692483	45703989	protein	PE1	0	+	0
ENSG00000011485	NX_P53041	PPP5C	ENSG00000011485.14	protein_coding	19	46346994	46392981	protein	PE1	0	+	0
ENSG00000011523	NX_Q76N32	CEP68	ENSG00000011523.13	protein_coding	2	65056366	65087004	protein	PE1	0	+	0
ENSG00000011566	NX_Q8IVH8	MAP4K3	ENSG00000011566.14	protein_coding	2	39249266	39437312	protein	PE1	0	-	0
ENSG00000011590	NX_Q9Y2Y4	ZBTB32	ENSG00000011590.13	protein_coding	19	35704527	35717038	protein	PE1	0	+	0
ENSG00000011600	NX_O43914	TYROBP	ENSG00000011600.11	protein_coding	19	35904401	35908295	protein	PE1	0	-	0
ENSG00000011638	NX_Q96B96	TMEM159	ENSG00000011638.10	protein_coding	16	21158377	21180616	protein	PE1	0	+	1
ENSG00000011677	NX_P34903	GABRA3	ENSG00000011677.12	protein_coding	X	152166234	152451358	protein	PE1	0	-	0
ENSG00000012048	NX_P38398	BRCA1	ENSG00000012048.21	protein_coding	17	43044295	43170245	protein	PE1	0	-	0
ENSG00000012061	NX_P07992	ERCC1	ENSG00000012061.15	protein_coding	19	45407333	45478828	protein	PE1	0	-	0
ENSG00000012124	NX_P20273	CD22	ENSG00000012124.16	protein_coding	19	35319261	35347355	protein	PE1	0	+	0
ENSG00000012171	NX_Q13214	SEMA3B	ENSG00000012171.19	protein_coding	3	50267558	50277546	protein	PE1	0	+	0
ENSG00000012174	NX_O43462	MBTPS2	ENSG00000012174.11	protein_coding	X	21839636	21885424	protein	PE1	0	+	0
ENSG00000012211	NX_O43900	PRICKLE3	ENSG00000012211.12	protein_coding	X	49175264	49186528	protein	PE1	0	-	0
ENSG00000012223	NX_P02788	LTF	ENSG00000012223.12	protein_coding	3	46435645	46485234	protein	PE1	0	-	0
ENSG00000012232	NX_O43909	EXTL3	ENSG00000012232.8	protein_coding	8	28600469	28755599	protein	PE1	0	+	0
ENSG00000012504	NX_Q96RI1	NR1H4	ENSG00000012504.13	protein_coding	12	100473708	100564413	protein	PE1	0	+	0
ENSG00000012660	NX_Q9NYP7	ELOVL5	ENSG00000012660.13	protein_coding	6	53267398	53349179	protein	PE1	0	-	0
ENSG00000012779	NX_P09917	ALOX5	ENSG00000012779.10	protein_coding	10	45374176	45446119	protein	PE1	0	+	0
ENSG00000012817	NX_Q9BY66	KDM5D	ENSG00000012817.15	protein_coding	Y	19703865	19744939	protein	PE1	0	-	0
ENSG00000012822	NX_Q9P1Z2	CALCOCO1	ENSG00000012822.15	protein_coding	12	53708517	53727745	protein	PE1	0	-	0
ENSG00000012963	NX_Q8N806	UBR7	ENSG00000012963.14	protein_coding	14	93207056	93229215	protein	PE1	0	+	0
ENSG00000012983	NX_Q9Y4K4	MAP4K5	ENSG00000012983.11	protein_coding	14	50418501	50561126	protein	PE1	0	-	0
ENSG00000013016	NX_Q9NZN3	EHD3	ENSG00000013016.15	protein_coding	2	31234337	31269447	protein	PE1	0	+	0
ENSG00000013275	NX_P43686	PSMC4	ENSG00000013275.7	protein_coding	19	39971005	39981441	protein	PE1	0	+	0
ENSG00000013288	NX_Q9Y2E5	MAN2B2	ENSG00000013288.8	protein_coding	4	6575175	6623362	protein	PE1	0	+	0
ENSG00000013293	NX_Q8TBB6	SLC7A14	ENSG00000013293.5	protein_coding	3	170459584	170586074	protein	PE1	0	-	0
ENSG00000013297	NX_O75508	CLDN11	ENSG00000013297.11	protein_coding	3	170418865	170454733	protein	PE1	0	+	0
ENSG00000013306	NX_Q9BZJ4	SLC25A39	ENSG00000013306.15	protein_coding	17	44319625	44324870	protein	PE1	0	-	0
ENSG00000013364	NX_Q14764	MVP	ENSG00000013364.18	protein_coding	16	29820394	29848039	protein	PE1	0	+	0
ENSG00000013374	NX_Q9Y5A7	NUB1	ENSG00000013374.16	protein_coding	7	151341699	151378449	protein	PE1	0	+	0
ENSG00000013375	NX_O95394	PGM3	ENSG00000013375.15	protein_coding	6	83161150	83193936	protein	PE1	0	-	0
ENSG00000013392	NX_Q9UIY3	RWDD2A	ENSG00000013392.7	protein_coding	6	83193379	83198932	protein	PE1	0	+	1
ENSG00000013441	NX_P49759	CLK1	ENSG00000013441.15	protein_coding	2	200853009	200864744	protein	PE1	0	-	0
ENSG00000013503	NX_Q9NW08	POLR3B	ENSG00000013503.9	protein_coding	12	106357658	106510198	protein	PE1	0	+	0
ENSG00000013523	NX_Q9UNK9	ANGEL1	ENSG00000013523.9	protein_coding	14	76786178	76826246	protein	PE1	0	-	0
ENSG00000013561	NX_Q9UBS8	RNF14	ENSG00000013561.17	protein_coding	5	141958328	141990291	protein	PE1	0	+	0
ENSG00000013563	NX_P49184	DNASE1L1	ENSG00000013563.13	protein_coding	X	154401238	154412112	protein	PE1	0	-	0
ENSG00000013573	NX_Q96FC9	DDX11	ENSG00000013573.16	protein_coding	12	31073845	31104791	protein	PE1	0	+	0
ENSG00000013583	NX_Q9NRV9	HEBP1	ENSG00000013583.8	protein_coding	12	12974864	13000273	protein	PE1	0	-	0
ENSG00000013588	NX_Q8NFJ5	GPRC5A	ENSG00000013588.7	protein_coding	12	12890782	12917937	protein	PE1	0	+	0
ENSG00000013619	NX_Q13495	MAMLD1	ENSG00000013619.13	protein_coding	X	150361422	150514178	protein	PE1	0	+	0
ENSG00000013725	NX_P30203	CD6	ENSG00000013725.14	protein_coding	11	60971680	61020377	protein	PE1	0	+	0
ENSG00000013810	NX_Q9Y6A5	TACC3	ENSG00000013810.18	protein_coding	4	1721490	1745176	protein	PE1	0	+	0
ENSG00000014123	NX_O94874	UFL1	ENSG00000014123.9	protein_coding	6	96521595	96555276	protein	PE1	0	+	0
ENSG00000014138	NX_Q14181	POLA2	ENSG00000014138.8	protein_coding	11	65261762	65305589	protein	PE1	0	+	0
ENSG00000014164	NX_Q8IXZ2	ZC3H3	ENSG00000014164.6	protein_coding	8	143437655	143541453	protein	PE1	0	-	0
ENSG00000014216	NX_P07384	CAPN1	ENSG00000014216.15	protein_coding	11	65180566	65212006	protein	PE1	0	+	0
ENSG00000014257	NX_P15309	ACPP	ENSG00000014257.15	protein_coding	3	132317367	132368298	protein	PE1	0	+	0
ENSG00000014641	NX_P40925	MDH1	ENSG00000014641.17	protein_coding	2	63588609	63607197	protein	PE1	0	+	0
ENSG00000014824	NX_Q6PML9	SLC30A9	ENSG00000014824.13	protein_coding	4	41990472	42090457	protein	PE1	0	+	0
ENSG00000014914	NX_A4FU01	MTMR11	ENSG00000014914.20	protein_coding	1	149928651	149936869	protein	PE1	0	-	1
ENSG00000014919	NX_Q7KZN9	COX15	ENSG00000014919.12	protein_coding	10	99711844	99732100	protein	PE1	0	-	0
ENSG00000015133	NX_Q9P219	CCDC88C	ENSG00000015133.18	protein_coding	14	91271323	91417844	protein	PE1	0	-	0
ENSG00000015153	NX_Q8IY57	YAF2	ENSG00000015153.14	protein_coding	12	42157104	42238349	protein	PE1	0	-	0
ENSG00000015171	NX_Q15326	ZMYND11	ENSG00000015171.19	protein_coding	10	134465	254637	protein	PE1	0	+	0
ENSG00000015285	NX_P42768	WAS	ENSG00000015285.10	protein_coding	X	48676596	48691427	protein	PE1	0	+	0
ENSG00000015413	NX_P16444	DPEP1	ENSG00000015413.9	protein_coding	16	89613308	89638456	protein	PE1	0	+	0
ENSG00000015475	NX_P55957	BID	ENSG00000015475.18	protein_coding	22	17734138	17774770	protein	PE1	0	-	0
ENSG00000015479	NX_P43243	MATR3	ENSG00000015479.18	protein_coding	5	139293648	139331677	protein	PE1	0	+	0
ENSG00000015520	NX_Q9UHC9	NPC1L1	ENSG00000015520.14	protein_coding	7	44512535	44541315	protein	PE1	0	-	0
ENSG00000015532	NX_Q9H1B5	XYLT2	ENSG00000015532.9	protein_coding	17	50346092	50363138	protein	PE1	0	+	0
ENSG00000015568	NX_Q99666	RGPD5;RGPD6	ENSG00000015568.12	protein_coding	2	109792758	109857695	protein	PE1	0	+	0
ENSG00000015592	NX_Q9H169	STMN4	ENSG00000015592.16	protein_coding	8	27235323	27258420	protein	PE1	0	-	0
ENSG00000015676	NX_Q8IVD9	NUDCD3	ENSG00000015676.17	protein_coding	7	44379121	44490880	protein	PE1	0	-	0
ENSG00000016082	NX_P61371	ISL1	ENSG00000016082.14	protein_coding	5	51383391	51394738	protein	PE1	0	+	0
ENSG00000016391	NX_Q8NE62	CHDH	ENSG00000016391.10	protein_coding	3	53812335	53846390	protein	PE1	0	-	0
ENSG00000016402	NX_Q9UHF4	IL20RA	ENSG00000016402.13	protein_coding	6	136999971	137045180	protein	PE1	0	-	0
ENSG00000016490	NX_A8K7I4	CLCA1	ENSG00000016490.15	protein_coding	1	86468368	86500289	protein	PE1	0	+	0
ENSG00000016602	NX_Q14CN2	CLCA4	ENSG00000016602.9	protein_coding	1	86547078	86580754	protein	PE1	0	+	0
ENSG00000016864	NX_Q68CQ7	GLT8D1	ENSG00000016864.18	protein_coding	3	52694488	52706032	protein	PE1	0	-	0
ENSG00000017260	NX_P98194	ATP2C1	ENSG00000017260.19	protein_coding	3	130850595	131016712	protein	PE1	0	+	0
ENSG00000017427	NX_P05019	IGF1	ENSG00000017427.16	protein_coding	12	102395874	102481744	protein	PE1	0	-	0
ENSG00000017483	NX_Q8WUX1	SLC38A5	ENSG00000017483.14	protein_coding	X	48458537	48470256	protein	PE1	0	-	0
ENSG00000017797	NX_Q15311	RALBP1	ENSG00000017797.12	protein_coding	18	9475009	9538116	protein	PE1	0	+	0
ENSG00000018189	NX_Q7L099	RUFY3	ENSG00000018189.12	protein_coding	4	70704204	70807315	protein	PE1	0	+	0
ENSG00000018236	NX_Q12860	CNTN1	ENSG00000018236.14	protein_coding	12	40692442	41072418	protein	PE1	0	+	0
ENSG00000018280	NX_P49279	SLC11A1	ENSG00000018280.16	protein_coding	2	218382029	218396894	protein	PE1	0	+	0
ENSG00000018408	NX_Q9GZV5	WWTR1	ENSG00000018408.14	protein_coding	3	149517235	149736714	protein	PE1	0	-	0
ENSG00000018510	NX_O00116	AGPS	ENSG00000018510.14	protein_coding	2	177392644	177559299	protein	PE1	0	+	0
ENSG00000018607	NX_P0C7X5	ZNF806	ENSG00000018607.6	unprocessed_pseudogene	2	132309309	132318736	homology	PE3	1	+	0
ENSG00000018610	NX_Q9H5V9	CXorf56	ENSG00000018610.14	protein_coding	X	119538149	119565408	protein	PE1	0	-	1
ENSG00000018625	NX_P50993	ATP1A2	ENSG00000018625.14	protein_coding	1	160115759	160143591	protein	PE1	0	+	0
ENSG00000018699	NX_Q6P3X3	TTC27	ENSG00000018699.11	protein_coding	2	32628032	32821051	protein	PE1	0	+	1
ENSG00000018869	NX_Q96NG8	ZNF582	ENSG00000018869.16	protein_coding	19	56375846	56393545	transcript	PE2	1	-	0
ENSG00000019102	NX_Q96IQ7	VSIG2	ENSG00000019102.11	protein_coding	11	124747472	124752238	protein	PE1	0	-	1
ENSG00000019144	NX_Q86UU1	PHLDB1	ENSG00000019144.18	protein_coding	11	118606440	118658038	protein	PE1	0	+	0
ENSG00000019169	NX_Q9UEW3	MARCO	ENSG00000019169.10	protein_coding	2	118942166	118994660	protein	PE1	0	+	0
ENSG00000019186	NX_Q07973	CYP24A1	ENSG00000019186.9	protein_coding	20	54153449	54173973	protein	PE1	0	-	0
ENSG00000019485	NX_Q9NQV5	PRDM11	ENSG00000019485.13	protein_coding	11	45095806	45235110	protein	PE1	0	+	0
ENSG00000019505	NX_Q7L8C5	SYT13	ENSG00000019505.7	protein_coding	11	45240301	45286319	protein	PE1	0	-	0
ENSG00000019549	NX_O43623	SNAI2	ENSG00000019549.10	protein_coding	8	48917604	48921740	protein	PE1	0	-	0
ENSG00000019582	NX_P04233	CD74	ENSG00000019582.14	protein_coding	5	150401637	150412929	protein	PE1	0	-	0
ENSG00000019991	NX_P14210	HGF	ENSG00000019991.16	protein_coding	7	81699008	81770438	protein	PE1	0	-	0
ENSG00000019995	NX_Q9UGI0	ZRANB1	ENSG00000019995.6	protein_coding	10	124942123	124988189	protein	PE1	0	+	0
ENSG00000020129	NX_Q9UBB6	NCDN	ENSG00000020129.15	protein_coding	1	35557473	35567274	protein	PE1	0	+	0
ENSG00000020181	NX_Q96PE1	ADGRA2	ENSG00000020181.17	protein_coding	8	37784191	37844896	protein	PE1	0	+	0
ENSG00000020219	NX_A6NM43	CCT8L1P	ENSG00000020219.9	processed_pseudogene	7	152445477	152447150	uncertain	PE5	0	+	0
ENSG00000020256	NX_Q9NTW7	ZFP64	ENSG00000020256.19	protein_coding	20	52051663	52204308	protein	PE1	0	-	0
ENSG00000020426	NX_P51948	MNAT1	ENSG00000020426.10	protein_coding	14	60734742	60969953	protein	PE1	0	+	0
ENSG00000020577	NX_Q9UPU9	SAMD4A	ENSG00000020577.13	protein_coding	14	54567097	54793315	protein	PE1	0	+	0
ENSG00000020633	NX_Q13761	RUNX3	ENSG00000020633.18	protein_coding	1	24899511	24965121	protein	PE1	0	-	0
ENSG00000020922	NX_P49959	MRE11	ENSG00000020922.12	protein_coding	11	94415578	94493908	protein	PE1	0	-	0
ENSG00000021300	NX_Q9UF11	PLEKHB1	ENSG00000021300.13	protein_coding	11	73646178	73662819	protein	PE1	0	+	0
ENSG00000021355	NX_P30740	SERPINB1	ENSG00000021355.12	protein_coding	6	2832332	2842006	protein	PE1	0	-	0
ENSG00000021461	NX_Q9HB55	CYP3A43	ENSG00000021461.16	protein_coding	7	99828013	99866102	protein	PE1	0	+	0
ENSG00000021488	NX_P82251	SLC7A9	ENSG00000021488.12	protein_coding	19	32830509	32869766	protein	PE1	0	-	0
ENSG00000021574	NX_Q9UBP0	SPAST	ENSG00000021574.12	protein_coding	2	32063547	32157637	protein	PE1	0	+	0
ENSG00000021645	NX_Q9Y4C0;NX_Q9HDB5	NRXN3	ENSG00000021645.18	protein_coding	14	78170373	79868290	protein	PE1	0	+	0
ENSG00000021762	NX_Q9H0X9	OSBPL5	ENSG00000021762.19	protein_coding	11	3087116	3166739	protein	PE1	0	-	0
ENSG00000021776	NX_O60306	AQR	ENSG00000021776.10	protein_coding	15	34851782	34969839	protein	PE1	0	-	0
ENSG00000021826	NX_P31327	CPS1	ENSG00000021826.15	protein_coding	2	210477682	210679107	protein	PE1	0	+	0
ENSG00000021852	NX_P07358	C8B	ENSG00000021852.12	protein_coding	1	56929210	56966140	protein	PE1	0	-	0
ENSG00000022267	NX_Q13642	FHL1	ENSG00000022267.16	protein_coding	X	136146702	136211359	protein	PE1	0	+	0
ENSG00000022277	NX_Q9BY42	RTF2	ENSG00000022277.12	protein_coding	20	56468585	56519449	protein	PE1	0	+	0
ENSG00000022355	NX_P14867	GABRA1	ENSG00000022355.16	protein_coding	5	161847063	161899981	protein	PE1	0	+	0
ENSG00000022556	NX_Q9NX02	NLRP2	ENSG00000022556.15	protein_coding	19	54953130	55001142	protein	PE1	0	+	0
ENSG00000022567	NX_Q5BKX6	SLC45A4	ENSG00000022567.9	protein_coding	8	141207166	141308305	protein	PE1	0	-	0
ENSG00000022840	NX_Q8N5U6	RNF10	ENSG00000022840.15	protein_coding	12	120533480	120577594	protein	PE1	0	+	0
ENSG00000022976	NX_A8K0R7	ZNF839	ENSG00000022976.15	protein_coding	14	102317377	102342702	protein	PE1	0	+	0
ENSG00000023041	NX_Q9H6R6	ZDHHC6	ENSG00000023041.11	protein_coding	10	112424428	112446917	protein	PE1	0	-	0
ENSG00000023171	NX_Q3KR37	GRAMD1B	ENSG00000023171.17	protein_coding	11	123358428	123627774	protein	PE1	0	+	0
ENSG00000023191	NX_P13489	RNH1	ENSG00000023191.16	protein_coding	11	494512	507300	protein	PE1	0	-	0
ENSG00000023228	NX_P28331	NDUFS1	ENSG00000023228.13	protein_coding	2	206114817	206159603	protein	PE1	0	-	0
ENSG00000023287	NX_Q8TDY2	RB1CC1	ENSG00000023287.12	protein_coding	8	52622456	52745843	protein	PE1	0	-	0
ENSG00000023318	NX_Q9BS26	ERP44	ENSG00000023318.7	protein_coding	9	99979179	100099040	protein	PE1	0	-	0
ENSG00000023330	NX_P13196	ALAS1	ENSG00000023330.14	protein_coding	3	52198086	52214327	protein	PE1	0	+	0
ENSG00000023445	NX_Q13489	BIRC3	ENSG00000023445.13	protein_coding	11	102317450	102339403	protein	PE1	0	+	0
ENSG00000023516	NX_Q9UKA4	AKAP11	ENSG00000023516.8	protein_coding	13	42272153	42323267	protein	PE1	0	+	0
